Run,non_batched_time (s),batched_time (s),non_physics_time (s)
1,18.114437103271484,8.462209939956665,6.517268896102905
2,13.60978078842163,8.463109254837036,7.432081937789917
3,13.850281953811646,8.60248589515686,6.526291370391846
4,13.61712908744812,8.611046314239502,6.5056540966033936
5,13.66044807434082,8.663815021514893,7.269675970077515
