Run,non_batched_time (s),batched_time (s),non_physics_time (s)
1,10.218101024627686,6.379379034042358,5.070724964141846
2,10.17563009262085,6.4763219356536865,4.870164394378662
3,10.250672817230225,6.328689098358154,4.8796868324279785
4,10.38481616973877,6.336368799209595,4.89033317565918
5,10.167908906936646,6.362875938415527,4.8929972648620605
