Run,non_batched_time (s),batched_time (s),non_physics_time (s)
1,1.7088630199432373,1.0692949295043945,0.8262860774993896
2,1.6923887729644775,1.0520849227905273,0.8383338451385498
3,1.68996000289917,1.0464441776275635,0.8197422027587891
4,1.7053279876708984,1.0444068908691406,0.8160660266876221
5,1.7158420085906982,1.0428731441497803,0.8137178421020508
