Run,non_batched_time (s),batched_time (s),non_physics_time (s)
1,12.150912046432495,7.425243854522705,5.704057931900024
2,11.984742879867554,7.436495304107666,5.820429086685181
3,12.014281988143921,7.414776086807251,5.692178964614868
4,11.990495920181274,7.424251079559326,5.689010858535767
5,11.94907021522522,7.41075587272644,5.709982872009277
