Run,non_batched_time (s),batched_time (s),non_physics_time (s)
1,15.231706142425537,9.502824068069458,7.353029012680054
2,15.232714176177979,9.51326298713684,7.390013933181763
3,15.238873958587646,9.531507968902588,7.459225177764893
4,15.258432865142822,9.487291097640991,7.408665895462036
5,15.28786301612854,9.555134057998657,7.425973176956177
